gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
gene-LOC142987106,153.84469743723022,-2.530492167161134,0.3764106391408406,-7.0288155417151,2.0829412340344512e-12,1.2833232380801147e-10,down
gene-LOC142987721,13930.717714981996,3.0347149632571155,0.4548964569397096,7.028847505533596,2.0824641951230978e-12,1.2833232380801147e-10,up
gene-Ist1,1010.0264563589856,-3.4028777762678013,0.5131636112160307,-7.024437552743603,2.149302766462376e-12,1.3160853320282807e-10,down
gene-CLS,318.20537214174414,2.263591765035117,0.3356837476880239,7.016353907349332,2.2773278306655288e-12,1.385976163284917e-10,up
gene-Chpf,347.7305850467698,-6.200959310719499,0.9497383482571516,-7.007817839773813,2.420636708100027e-12,1.4642651505179618e-10,down
gene-Frl,680.4047039952787,-5.299979139305395,0.811796829806203,-7.006179375277875,2.449138869435295e-12,1.4725816298694983e-10,down
gene-RpL24,38934.182349592906,2.5512982908635227,0.3819940083096255,6.997148622256114,2.612241448895563e-12,1.5612444252351262e-10,up
gene-LOC142974754,1015.8469931765104,2.497401497082102,0.3737040700352037,6.991498190308598,2.7196613591207044e-12,1.6157702396061756e-10,up
gene-RpS27A,34022.633314461884,2.2698919049599247,0.3396217762929095,6.975608248461636,3.045502773538016e-12,1.7986487090344932e-10,up
gene-aPKC,1287.7921662361468,-2.8889552290367866,0.43632534507241,-6.971651732414848,3.1324122486383097e-12,1.8390945090387628e-10,down
gene-Upf1,508.6279594087207,-3.1722887812667846,0.4811682880886793,-6.967127845439487,3.234767015892764e-12,1.888082431907934e-10,down
gene-Psi,703.7995147800976,-2.7321115603294137,0.4127000686452268,-6.954919911510141,3.527623822848181e-12,2.0470472892934702e-10,down
